糖	4733
赤	4726
虹	4704
丝	4700
狼	4699
桂	4672
瓜	4662
床	4658
盛	4651
琳	4640
妹	4636
汤	4630
碧	4624
磊	4597
岸	4583
仇	4578
昆	4569
又	4568
瓦	4552
存	4546
响	4539
舟	4533
若	4528
霍	4475
暴	4465
舰	4464
怪	4434
落	4419
选	4406
证	4403
玲	4396
姐	4377
罪	4375
礼	4371
销	4369
橡	4365
幸	4358
论	4356
肃	4340
培	4328
洪	4288
到	4281
终	4258
带	4256
宏	4253
评	4231
狐	4228
弗	4220
厦	4219
蛋	4217
坡	4217
藤	4199
引	4196
贤	4189
篇	4180
塘	4178
莫	4162
翻	4155
盖	4150
签	4133
推	4129
据	4128
柯	4118
酸	4115
阁	4113
满	4111
亡	4108
妖	4095
巨	4080
庭	4076
艳	4069
摩	4068
柳	4062
饭	4041
毒	4039
爵	4020
验	4019
纯	4017
难	4014
冷	4001
莎	3993
朗	3980
肥	3978
继	3958
润	3953
镜	3949
直	3943
鼓	3934
卷	3934
狱	3934
俗	3923
龄	3921
猎	3920
偶	3912
感	3907
售	3905
媒	3897
蝠	3892
潭	3891
蒲	3876
萧	3874
案	3874
魏	3869
宽	3858
哲	3858
被	3852
琴	3851
两	3848
潘	3845
掌	3844
蝙	3842
轴	3836
荷	3814
娥	3802
谢	3772
狂	3767
识	3763
翰	3758
考	3741
刀	3734
调	3731
练	3723
失	3719
述	3715
启	3672
剂	3670
曹	3669
短	3656
旨	3647
狮	3644
警	3636
示	3630
嫦	3628
归	3622
督	3617
蒜	3608
细	3596
则	3580
半	3576
检	3574
续	3571
竹	3565
恶	3555
堡	3533
婷	3510
久	3505
径	3502
郎	3481
豪	3478
昭	3472
慧	3472
浦	3469
凉	3466
—	3449
雀	3447
封	3446
降	3446
厅	3443
步	3436
非	3436
婚	3436
闪	3430
牙	3426
更	3423
薇	3418
们	3417
颖	3409
肉	3402
融	3398
绵	3396
骑	3390
珍	3388
坪	3384
段	3378
接	3374
习	3338
赫	3336
轩	3332
仓	3331
先	3326
樱	3317
柏	3313
仔	3304
额	3293
查	3293
翔	3286
吕	3281
耳	3276
篮	3270
卢	3269
献	3257
转	3257
绍	3257
鼠	3256
仪	3245
灯	3243
骏	3238
迷	3235
守	3232
纽	3232
革	3228
照	3221
脑	3217
悦	3216
腾	3213
寿	3195
袖	3192
假	3181
轮	3160
审	3154
役	3152
快	3147
冠	3145
旧	3143
孝	3137
才	3136
末	3113
益	3093
尸	3086
求	3086
负	3082
助	3080
箱	3077
跑	3075
移	3071
走	3068
察	3065
奏	3061
箭	3051
Q	3050
隋	3047
暗	3042
离	3035
侦	3034
需	3028
批	3023
乱	3014
供	3013
彼	3006
桑	3003
啄	3002
闻	3001
遥	2994
ン	2982
孟	2981
“	2975
”	2972
晨	2971
戴	2970
灰	2968
疆	2965
崎	2958
桐	2955
j	2953
散	2950
辣	2948
扬	2947
狗	2945
妮	2945
帆	2927
辛	2920
试	2918
貌	2910
骨	2909
莞	2902
冯	2886
丈	2884
佐	2880
鹏	2876
互	2873
拜	2872
榜	2868
奈	2863
妻	2859
诛	2857
盐	2856
拥	2853
丛	2846
税	2843
矿	2840
鹿	2824
疯	2823
洞	2823
余	2822
寓	2813
戈	2808
袋	2800
禅	2800
戒	2797
饮	2795
般	2795
袁	2788
幕	2785
脚	2781
痴	2779
铜	2774
乳	2772
冲	2768
胶	2759
腊	2757
句	2743
蜂	2730
锋	2729
尚	2729
岭	2720
淮	2703
薛	2699
距	2679
众	2676
底	2660
衡	2657
鹰	2654
炼	2653
蛇	2645
丑	2638
贾	2636
冥	2634
吃	2634
测	2634
廉	2633
忆	2628
汪	2621
邓	2620
玄	2590
遇	2589
端	2587
邢	2585
旦	2581
涡	2578
帕	2565
苹	2562
慈	2560
魂	2556
邵	2527
阴	2521
呼	2517
听	2517
鹤	2516
灌	2514
烟	2494
渡	2493
诞	2481
吻	2473
芬	2469
寒	2466
破	2463
玫	2463
俄	2462
休	2460
危	2456
鸣	2454
欣	2445
酷	2445
伤	2445
块	2444
灭	2441
今	2441
铭	2437
祝	2433
丘	2433
恐	2429
弥	2426
序	2423
诸	2421
略	2421
峡	2418
轻	2417
储	2402
抗	2395
冬	2390
凡	2389
甸	2386
顾	2371
岁	2370
彭	2354
沟	2350
鼎	2348
冒	2346
杯	2344
采	2341
贯	2339
澳	2338
陶	2336
弹	2332
乙	2331
羽	2330
款	2330
锡	2324
圆	2324
洱	2322
腐	2319
洗	2316
瑰	2307
滩	2306
议	2303
熊	2301
异	2299
毅	2291
讯	2289
朋	2276
盗	2271
甜	2269
横	2267
邦	2267
轨	2261
沃	2260
敦	2258
追	2257
觉	2256
壮	2251
仲	2250
粉	2241
坊	2241
幼	2240
迅	2240
亭	2236
奔	2233
芜	2219
蔷	2219
致	2217
坝	2214
怀	2208
湘	2198
墓	2196
晚	2194
露	2189
涵	2185
荆	2179
棋	2178
让	2178
延	2178
擅	2176
墨	2176
妇	2174
括	2169
贞	2166
宠	2161
脂	2154
蜜	2147
餐	2146
谭	2141
苍	2141
凌	2134
拟	2134
傅	2129
矢	2129
潮	2125
咏	2125
壁	2122
敌	2122
搜	2121
零	2115
舒	2110
鲜	2106
畴	2104
隐	2103
韦	2099
漩	2096
姜	2096
锁	2095
戚	2090
麟	2087
扮	2068
&	2068
烧	2065
岗	2064
穆	2064
消	2061
捷	2052
揭	2046
压	2046
拿	2044
申	2037
输	2029
牡	2026
船	2026
严	2019
檬	2017
汾	2011
茉	2011
姚	2009
逊	2009
宿	2008
鸦	2007
葱	1998
栏	1997
早	1996
浮	1996
亨	1986
琼	1985
固	1985
亦	1980
泥	1980
令	1978
薄	1977
辅	1975
圈	1971
货	1971
随	1970
佩	1968
钻	1961
柠	1957
只	1956
妍	1955
屋	1952
亩	1945
脸	1941
妃	1937
芯	1935
疗	1932
宙	1929
勋	1928
娃	1923
q	1922
萍	1918
吸	1915
兹	1915
尹	1911
蕾	1904
雁	1901
坐	1900
猪	1898
耀	1897
留	1889
啸	1886
综	1881
碑	1873
脱	1870
显	1864
尊	1863
瑟	1862
尤	1857
泡	1853
熙	1852
翁	1850
禁	1836
斑	1836
竞	1832
朔	1832
阜	1830
兔	1828
悬	1828
彦	1827
檀	1816
伴	1813
刷	1810
崔	1808
套	1804
振	1792
詹	1790
染	1790
粮	1789
增	1776
襄	1776
而	1774
咖	1772
券	1771
叉	1770
榆	1769
晴	1762
湛	1758
蝉	1758
朴	1754
菌	1753
耶	1748
郊	1746
皆	1741
僵	1740
阶	1732
坚	1727
荒	1725
讼	1724
崇	1720
锐	1719
芒	1718
势	1717
沧	1715
币	1713
详	1707
翼	1707
忻	1706
升	1705
孩	1705
遗	1701
针	1699
囊	1695
鸿	1692
跃	1690
逍	1690
善	1687
纬	1687
诚	1687
狄	1684
决	1683
柱	1676
龟	1670
桌	1669
伍	1667
杏	1667
也	1665
锅	1663
叔	1662
驱	1659
拳	1658
娱	1658
取	1657
邑	1656
害	1653
塑	1650
穿	1648
暖	1640
琪	1638
醉	1636
净	1628
逃	1626
魅	1624
瓷	1618
键	1615
挥	1613
奎	1611
尧	1610
筹	1608
赣	1607
烯	1606
询	1603
给	1602
衔	1599
绘	1595
啡	1595
焦	1592
未	1592
骄	1592
Z	1592
符	1590
蛙	1589
招	1589
盈	1587
担	1586
芹	1585
汗	1584
饼	1583
聚	1582
坛	1580
辰	1579
ー	1577
碳	1574
咨	1563
描	1562
折	1560
切	1556
氧	1556
昵	1554
突	1547
苗	1545
苯	1542
毁	1541
卧	1539
蒋	1538
逐	1536
幅	1532
苔	1532
姑	1531
饶	1528
架	1523
！	1521
卖	1510
慎	1508
厚	1507
插	1505
啦	1504
辕	1501
预	1499
漳	1498
至	1492
郁	1488
莽	1484
菊	1479
似	1474
冈	1472
课	1470
虚	1469
鉴	1467
芝	1465
阀	1465
谥	1460
朵	1459
贡	1458
顶	1457
鲍	1455
枣	1454
欲	1454
励	1453
旺	1451
牧	1449
埔	1446
再	1441
昂	1440
奕	1439
逆	1438
]	1431
[	1430
怖	1430
姻	1429
漠	1428
繁	1427
迹	1426
攻	1424
认	1423
趣	1417
驰	1416
擎	1413
匙	1410
螺	1408
聊	1405
辨	1403
徒	1398
炮	1397
丸	1395
蜗	1394
钗	1392
番	1391
枝	1388
劲	1388
莆	1385
炎	1385
忒	1377
闹	1376
淘	1371
葛	1371
析	1369
颁	1367
私	1366
付	1360
寻	1354
逸	1353
看	1351
翅	1349
右	1348
撒	1346
硬	1346
淄	1344
荐	1344
榴	1344
兼	1341
啥	1335
燃	1333
救	1333
充	1333
匹	1330
丫	1329
庸	1326
该	1323
葵	1322
莹	1316
巧	1314
陀	1312
层	1311
疾	1304
晖	1303
慕	1301
钥	1298
臣	1297
壳	1295
滕	1290
液	1287
脉	1285
倩	1277
猴	1268
奉	1267
猛	1265
睛	1265
伏	1263
芦	1262
彝	1256
哺	1255
竣	1254
梨	1252
必	1239
舍	1236
殿	1228
鞍	1224
禹	1223
奶	1221
默	1219
谦	1217
祠	1217
阵	1216
丙	1216
吾	1214
谋	1213
煤	1211
弘	1211
障	1209
整	1209
霞	1207
邱	1205
贺	1205
'	1201
往	1201
斩	1199
沂	1198
眉	1195
左	1194
栗	1190
胞	1190
婆	1187
换	1186
敬	1186
甫	1186
沸	1185
铃	1183
陇	1179
,	1176
偷	1175
渔	1174
モ	1170
汕	1169
鸽	1164
贮	1164
汀	1163
飘	1162
翠	1158
厕	1156
旁	1154
栋	1154
糕	1152
厄	1148
刻	1146
钰	1143
漂	1143
夷	1132
夕	1132
蛮	1130
蓉	1128
槐	1128
潜	1126
谊	1123
召	1110
ト	1108
苑	1108
禄	1108
蹈	1103
～	1103
菇	1102
佑	1102
滑	1101
束	1101
ス	1098
涂	1098
祁	1097
喀	1096
侨	1095
沉	1095
磁	1095
纵	1092
茨	1091
赞	1090
杉	1088
某	1087
受	1084
氓	1083
即	1079
娟	1077
乃	1077
咸	1075
幽	1072
滴	1072
魁	1072
墅	1066
屯	1062
补	1060
绩	1059
匆	1058
淳	1058
芙	1057
粤	1051
闲	1047
较	1042
タ	1041
芭	1041
棠	1036
玻	1036
迎	1035
档	1033
ッ	1030
敢	1030
秉	1030
巫	1029
闽	1027
碣	1027
坑	1026
浆	1025
涌	1025
穴	1024
扶	1024
迁	1021
勤	1021
涉	1020
购	1017
珊	1017
爆	1014
椒	1013
岔	1012
炒	1010
缺	1009
膀	1009
淇	1009
浒	1008
汝	1007
豫	1006
鸭	1004
鹳	1003
断	1003
巡	1001
鼻	1001
麒	1000
韵	998
赏	996
勃	996
瑾	996
株	995
胭	992
柴	990
玮	985
茅	983
媚	980
乾	977
葡	977
秃	972
扎	971
娇	970
惯	969
邹	969
禾	965
没	961
葳	954
鞋	954
忌	950
琦	949
泊	947
怒	946
跳	945
萄	943
虾	942
酱	941
栽	940
乓	938
坏	937
止	937
竟	936
塙	934
滚	931
腔	931
乒	930
萝	929
泳	928
楠	927
巍	925
送	922
茂	922
笃	920
棉	916
御	915
盒	915
炉	914
炳	910
彤	904
籁	903
浏	901
答	900
蹄	897
坂	896
霆	896
各	895
炸	892
韶	891
酯	891
恭	890
漆	890
皓	888
狸	888
ケ	887
援	886
蓬	886
激	885
已	884
涅	876
蔚	875
触	870
潍	868
埠	865
寄	865
巢	863
肠	862
废	860
蚌	860
郡	860
买	860
齿	860
【	858
匈	858
鹫	858
萌	858
睡	853
侃	853
叙	852
淋	849
蝎	848
堰	847
氟	847
兆	847
虞	844
殷	844
卿	844
茴	843
罚	843
氯	842
疫	841
】	838
烷	838
停	837
勘	837
遵	836
ポ	835
膜	834
妾	833
努	833
或	832
雳	832
墙	832
霹	832
霖	831
苇	831
氢	827
睿	822
愿	819
忧	818
刑	816
避	815
苦	812
退	808
弱	805
急	805
桔	802
弦	801
璧	799
媛	792
梧	791
爽	791
+	790
薯	789
垣	785
娲	784
帽	784
邪	782
赎	780
懿	779
阅	778
汶	778
瑶	778
茵	777
惊	776
玺	775
邻	774
棒	773
循	773
渊	773
樊	772
赖	772
斋	770
卜	769
焰	769
う	768
泛	768
灾	767
咪	767
橘	764
:	763
唤	762
黔	762
泗	759
渭	757
惑	755
－	754
梗	754
鄂	751
泸	748
郃	748
湿	745
柔	742
窗	741
她	739
颂	738
坞	738
秒	737
珏	728
犯	727
菱	726
忘	726
。	724
判	724
肤	722
帅	722
锤	721
昧	720
彻	720
歇	718
壶	715
跨	713
霉	713
溶	712
霜	710
萱	710
尘	709
亿	709
殊	708
岚	707
陌	706
蜀	704
盾	702
ろ	702
旱	701
泪	700
赋	700
瀑	698
砂	698
楔	698
逢	697
廷	696
奴	695
宪	694
聂	694
驿	692
暧	689
帮	689
蒸	689
惇	689
淀	688
诊	686
透	686
沁	686
榄	685
羞	685
坤	681
旌	677
庐	676
_	676
谣	674
诃	673
低	673
棘	673
绥	672
犸	668
骤	667
苞	664
淡	660
堇	660
昊	659
λ	658
樟	657
蘑	657
佟	657
倾	657
灿	657
彪	656
冻	654
绰	651
颉	651
替	647
炫	647
钩	646
坎	645
闫	645
琉	643
暂	643
鲨	643
谈	642
胎	641
郸	640
吟	639
堤	639
腺	638
彬	637
泻	636
ナ	636
熔	635
傻	634
渝	634
芽	630
巷	629
纺	628
裕	628
礁	627
峪	626
曙	625
酮	625
雯	625
钦	624
甄	620
哀	619
刃	619
イ	618
璇	618
宛	617
茜	617
厨	616
厢	612
链	612
促	611
殖	609
澄	605
氨	605
攀	604
拓	604
遂	603
珉	602
伽	601
鹅	601
扫	601
茹	598
祭	598
丞	598
吏	598
仕	597
勐	596
圩	596
晃	594
递	593
菏	591
鸢	590
泣	588
靠	588
に	586
阔	586
漯	586
残	585
锥	583
悠	582
喆	580
雾	579
雍	579
瘤	578
聘	578
僧	577
艇	577
郴	576
滋	576
宅	576
覃	575
暨	574
允	573
芋	572
煎	572
鲤	571
颍	570
曜	570
嘛	570
ハ	568
橄	567
并	566
蟹	565
橙	565
妙	565
爪	565
肺	563
怡	562
妞	562
粒	562
烹	562
便	561
署	561
る	561
娄	560
挂	560
毫	559
馨	559
葫	558
晟	558
婺	558
挑	558
抚	558
み	557
　	557
纱	556
侗	556
邯	556
函	555
俺	555
梵	553
芸	553
骆	552
菩	552
岑	552
搏	551
浚	551
斧	551
贷	551
飓	550
沪	548
冢	548
除	547
璃	545
糊	544
廖	544
戟	544
猬	544
α	541
畅	541
衢	539
订	538
槽	538
己	537
摸	537
纹	536
醇	536
罕	536
枢	535
瑛	535
筋	532
胺	531
纤	531
租	529
瑜	529
;	529
烨	529
唯	528
妆	528
磐	527
荠	525
估	525
あ	524
痛	523
皋	522
ビ	522
醋	522
壹	522
硅	521
廊	518
堀	518
昙	518
仑	518
阎	517
逻	517
晏	517
涩	516
剣	516
芪	515
琵	514
槌	514
裂	514
淑	514
琶	514
蓥	513
窦	511
孕	509
涧	508
岱	507
伞	507
の	505
扇	505
惜	505
蟒	504
醒	503
昏	503
绮	502
歼	502
辆	500
吹	500
撞	498
莓	496
瓯	493
!	493
碎	492
テ	491
握	491
驯	489
钧	489
儒	489
 	488
龚	488
饪	487
笛	486
宰	486
婉	485
粥	485
霄	485
娅	484
昱	484
免	484
祈	483
找	483
稻	482
瞳	481
嘴	481
钠	480
瞬	480
闭	479
恬	479
沛	478
茸	478
酵	476
桦	476
皱	475
泾	474
肿	473
珀	473
猩	473
寂	473
沥	472
耗	472
枯	471
鳞	471
橇	470
酰	470
享	470
庞	469
闵	468
饥	467
泵	466
愁	466
壤	465
ラ	465
渠	465
瓣	464
熹	463
沌	462
崩	461
践	461
炭	461
弄	460
鰕	460
咭	459
豚	458
驾	458
泷	458
唇	456
漾	455
硝	455
筝	454
串	452
朽	451
腹	449
脊	449
倭	448
尖	448
把	448
俾	448
锂	447
焖	446
膏	446
诩	446
浔	445
衍	444
驼	442
荡	442
饿	441
摇	440
栈	440
邺	439
岐	439
厉	438
喵	438
桓	437
亳	437
硫	437
瑚	436
芊	436
阐	436
猗	435
デ	435
栖	435
悉	432
铸	431
哮	431
粹	431
卦	431
馅	430
薰	427
瞎	426
焊	425
侵	425
槭	424
颗	424
ク	423
孜	422
按	422
错	421
椰	420
摘	419
ア	419
梓	418
谍	417
燊	416
芷	415
鳍	415
苓	415
棕	414
裳	414
捕	413
黛	412
煌	412
蚕	412
铝	411
疑	409
契	409
リ	408
袭	407
隼	407
绒	406
掘	405
婧	405
钞	405
肇	404
峨	404
屿	404
矮	403
蜓	402
裴	402
嘎	402
蜻	402
肌	401
剪	401
宸	401
耐	400
宵	400
犹	399
孚	399
偃	398
粽	398
荪	397
嵩	397
ま	397
哇	396
肝	396
饺	396
痕	394
狩	393
朦	393
措	392
绛	392
翡	392
沾	391
曦	389
缪	389
熟	389
橼	389
悲	388
穗	388
哉	388
狙	387
葬	386
捞	386
鳖	386
铺	385
伸	384
胃	383
蛛	382
寞	381
哭	381
挖	381
够	380
谜	380
钙	377
抹	377
碟	377
蓖	376
篙	376
×	376
尿	376
烦	375
